"step","x_pos","y_pos","agent","status"
1,0,0.155061969533563,"one","safe"
2,0.0193877551020408,0.166101296214216,"one","safe"
3,0.0387755102040816,0.177140622894869,"one","safe"
4,0.0581632653061225,0.188179949575522,"one","safe"
5,0.0775510204081633,0.199219276256175,"one","safe"
6,0.0969387755102041,0.210258602936828,"one","safe"
7,0.116326530612245,0.221297929617481,"one","safe"
8,0.135714285714286,0.232337256298134,"one","safe"
9,0.155102040816327,0.243376582978787,"one","safe"
10,0.174489795918367,0.254415909659441,"one","safe"
11,0.193877551020408,0.265455236340094,"one","safe"
12,0.213265306122449,0.276494563020747,"one","safe"
13,0.23265306122449,0.2875338897014,"one","safe"
14,0.252040816326531,0.298573216382053,"one","safe"
15,0.271428571428571,0.309612543062706,"one","safe"
16,0.290816326530612,0.320651869743359,"one","safe"
17,0.310204081632653,0.331691196424012,"one","safe"
18,0.329591836734694,0.342730523104665,"one","safe"
19,0.348979591836735,0.353769849785318,"one","safe"
20,0.368367346938775,0.364809176465972,"one","safe"
21,0.387755102040816,0.375848503146625,"one","safe"
22,0.407142857142857,0.386887829827278,"one","safe"
23,0.426530612244898,0.397927156507931,"one","evade"
24,0.445918367346939,0.408966483188584,"one","evade"
25,0.46530612244898,0.420005809869237,"one","evade"
26,0.48469387755102,0.43104513654989,"one","evade"
27,0.504081632653061,0.442084463230543,"one","evade"
28,0.523469387755102,0.453123789911196,"one","evade"
29,0.542857142857143,0.464163116591849,"one","evade"
30,0.562244897959184,0.475202443272503,"one","evade"
31,0.581632653061224,0.486241769953156,"one","evade"
32,0.601020408163265,0.497281096633809,"one","evade"
33,0.620408163265306,0.508320423314462,"one","evade"
34,0.639795918367347,0.519359749995115,"one","evade"
35,0.659183673469388,0.530399076675768,"one","evade"
36,0.678571428571429,0.541438403356421,"one","evade"
37,0.697959183673469,0.552477730037074,"one","evade"
38,0.71734693877551,0.563517056717727,"one","evade"
39,0.736734693877551,0.57455638339838,"one","evade"
40,0.756122448979592,0.585595710079034,"one","evade"
41,0.775510204081633,0.596635036759687,"one","evade"
42,0.794897959183673,0.60767436344034,"one","evade"
43,0.814285714285714,0.618713690120993,"one","evade"
44,0.833673469387755,0.629753016801646,"one","evade"
45,0.853061224489796,0.640792343482299,"one","evade"
46,0.872448979591837,0.651831670162952,"one","evade"
47,0.891836734693878,0.662870996843605,"one","evade"
48,0.911224489795918,0.673910323524258,"one","evade"
49,0.930612244897959,0.684949650204911,"one","evade"
50,0.95,0.695988976885565,"one","evade"
1,0.359095101710409,0.808867708624651,"two","random"
2,0.379095101710409,0.788867708624651,"two","random"
3,0.399095101710409,0.768867708624651,"two","random"
4,0.419095101710409,0.788867708624651,"two","random"
5,0.399095101710409,0.768867708624651,"two","random"
6,0.379095101710409,0.788867708624651,"two","random"
7,0.359095101710409,0.808867708624651,"two","random"
8,0.379095101710409,0.828867708624651,"two","random"
9,0.399095101710409,0.808867708624651,"two","random"
10,0.379095101710409,0.828867708624651,"two","random"
11,0.399095101710409,0.808867708624651,"two","random"
12,0.379095101710409,0.788867708624651,"two","random"
13,0.399095101710409,0.768867708624651,"two","random"
14,0.379095101710409,0.748867708624651,"two","random"
15,0.359095101710409,0.728867708624651,"two","random"
16,0.379095101710409,0.748867708624651,"two","random"
17,0.399095101710409,0.728867708624651,"two","random"
18,0.379095101710409,0.708867708624651,"two","random"
19,0.359095101710409,0.728867708624651,"two","random"
20,0.379095101710409,0.748867708624651,"two","random"
21,0.359095101710409,0.768867708624651,"two","random"
22,0.339095101710409,0.788867708624651,"two","random"
23,0.359095101710409,0.808867708624651,"two","pursue"
24,0.361357735141367,0.788996108539174,"two","pursue"
25,0.364645455653359,0.769268186858596,"two","pursue"
26,0.369046265944712,0.74975837218035,"two","pursue"
27,0.374650667058356,0.730559656385866,"two","pursue"
28,0.381547981016243,0.711786615604832,"two","pursue"
29,0.389820781254411,0.693577805203838,"two","pursue"
30,0.399537141967624,0.676096605745827,"two","pursue"
31,0.410740820831581,0.659529240840287,"two","pursue"
32,0.423440252398105,0.644078530892613,"two","pursue"
33,0.437598293744113,0.629952318900549,"two","pursue"
34,0.453125652508306,0.617346719755405,"two","pursue"
35,0.469881117348523,0.606426353553292,"two","pursue"
36,0.487680408702028,0.597305759969921,"two","pursue"
37,0.506312749096753,0.590036929842927,"two","pursue"
38,0.525561370483181,0.584606407333816,"two","pursue"
39,0.545222849456734,0.580942223308345,"two","pursue"
40,0.565121143142334,0.578927798228666,"two","pursue"
41,0.585114657849229,0.578418514746535,"two","pursue"
42,0.605097066285366,0.579257176234482,"two","pursue"
43,0.624993881569074,0.581286151731133,"two","pursue"
44,0.644756940223171,0.584355599993398,"two","pursue"
45,0.664358431463767,0.588328198783213,"two","pursue"
46,0.68378543995319,0.593081233724375,"two","pursue"
47,0.703035423790773,0.598506924671414,"two","pursue"
48,0.72211270396118,0.604511704542467,"two","pursue"
49,0.74102586525325,0.611014959876538,"two","pursue"
50,0.759785903174651,0.617947562359561,"two","pursue"
